K10plus-PPN	Hebis-PPN	Umgelenkte Hebis-PPN 1	Umgelenkte Hebis-PPN 2
6001774919	459928201		
6001774927	45992821X		
6001774935	459928287		
6001774943	459928325		
6001774951	459928376		
600177496X	459928384		
6001774978	459928392		
6001774986	459928414		
6001774994	459928449		
6001775001	459928457		
600177501X	459928465		
6001775028	459928481		
6001775036	459928503		
6001775044	45992852X		
6001775052	459928554		
6001775060	459928589		
6001775079	459928600		
6001775087	459928686		
6001775095	459928708		
6001775109	459928759		
6001775117	459928996		
6001775125	459929011		
6001775133	459929038		
6001775141	459929062		
600177515X	459929089		
6001775168	459929100		
6001775176	459929143		
6001775184	459929178		
6001775192	45992933X		
6001775206	459929348		
6001775214	459929372		
6001775222	459929380		
6001775230	459929399		
6001775249	459929402		
6001775257	459929410		
6001775265	459929429		
6001775273	459929437		
6001775281	459929445		
600177529X	459929453		
6001775303	459929461		
6001775311	45992947X		
600177532X	459929488		
6001775338	459929496		
6001775346	45992950X		
6001775354	459929518		
6001775362	459929526		
6001775370	459929534		
6001775389	459929542		
6001775397	459929550		
6001775400	459929569		
6001775419	459929607		
6001775427	459929623		
6001775435	45992964X		
6001775443	459929658		
6001775451	459929666		
600177546X	459929674		
6001775478	459929682		
6001775486	459929690		
6001775494	459929704		
6001775508	459929712		
6001775516	459929720		
6001775524	459929739		
6001775532	459929747		
6001775540	459929755		
6001775559	459929763		
6001775567	459929771		
6001775575	45992978X		
6001775583	459929798		
6001775591	45992981X		
6001775605	459929828		
6001775613	459929836		
6001775621	459929879		
600177563X	459929887		
6001775648	459929925		
6001775656	459929933		
6001775664	459929941		
6001775672	45992995X		
6001775680	459929976		
6001775699	45993001X		
6001775702	459930036		
6001775710	459930044		
6001775729	459930060		
6001775737	459930087		
6001775745	459930109		
6001775753	459930117		
6001775761	459930141		
600177577X	45993015X		
6001775788	459930168		
6001775796	459930176		
600177580X	459930206		
6001775818	459930249		
6001775826	459930257		
6001775834	459930265		
6001775842	459930273		
6001775850	45993029X		
6001775869	459930303		
6001775877	459930338		
6001775885	459930346		
6001775893	459930354		
6001775907	459930370		
6001775915	459930389		
6001775923	459930400		
6001775931	459930419		
600177594X	459930427		
6001775958	459930443		
6001775966	459930478		
6001775974	459930508		
6001775982	459930516		
6001775990	459930559		
6001776008	45993063X		
6001776016	459930664		
6001776024	459930974		
6001776032	459931016		
6001776040	459931083		
6001776059	459931172		
6001776067	459931180		
6001776075	459931245		
6001776083	459931253		
6001776091	45993127X		
6001776105	459931385		
6001776113	459931393		
6001776121	459931415		
600177613X	459931423		
6001776148	459931431		
6001776156	459931458		
6001776164	459931474		
6001776172	459931504		
6001776180	459931555		
6001776199	459931563		
6001776202	459931571		
6001776210	45993158X		
6001776229	459931598		
6001776237	459931601		
6001776245	459931652		
6001776253	459931679		
6001776261	459931695		
600177627X	459931717		
6001776288	459931733		
6001776296	459931776		
600177630X	459931830		
6001776318	459931865		
6001776326	45993189X		
6001776334	459931962		
6001776342	459931970		
6001776350	459932039		
6001776369	459932047		
6001776377	459932055		
6001776385	45993208X		
6001776393	459932098		
6001776407	459932101		
6001776415	459932136		
6001776423	459932144		
6001776431	459932152		
600177644X	459932160		
6001776458	459932179		
6001776466	459932195		
6001776474	459932209		
6001776482	459932225		
6001776490	459932233		
6001776504	459932241		
6001776512	459932276		
6001776520	459932284		
6001776539	459932292		
6001776547	459932306		
6001776555	459932314		
6001776563	459932322		
6001776571	459932349		
600177658X	459932357		
6001776598	459932365		
6001776601	459932373		
600177661X	459932403		
6001776628	459932411		
6001776636	45993242X		
6001776644	459932462		
6001776652	459932489		
6001776660	459932535		
6001776679	459932543		
6001776687	459932578		
6001776695	459932659		
6001776709	459932675		
6001776717	459932691		
6001776725	459932705		
6001776733	459932713		
6001776741	459932721		
600177675X	45993287X		
6001776768	459932888		
6001776776	459932896		
6001776784	459932942		
6001776792	459932985		
6001776806	459932993		
6001776814	459933000		
6001776822	459933019		
6001776830	459933035		
6001776849	459933051		
6001776857	45993306X		
6001776865	459933078		
6001776873	459933086		
6001776881	459933094		
600177689X	459933108		
6001776903	459933132		
6001776911	459933191		
600177692X	459933205		
6001776938	459933248		
6001776946	459933280		
6001776954	459933299		
6001776962	459933310		
6001776970	459933329		
6001776989	459933337		
6001776997	459933345		
6001777004	459933353		
6001777012	459933361		
6001777020	45993337X		
6001777039	459933388		
6001777047	459933396		
6001777055	459933418		
6001777063	459933426		
6001777071	459933442		
600177708X	459933450		
6001777098	459933493		
6001777101	459933507		
600177711X	459933531		
6001777128	45993354X		
6001777136	459933558		
6001777144	459933566		
6001777152	459933574		
6001777160	459933582		
6001777179	459933604		
6001777187	459933620		
6001777195	459933639		
6001777209	459933655		
6001777217	459933671		
6001777225	459933698		
6001777233	45993371X		
6001777241	459933752		
600177725X	459933833		
6001777268	459933841		
6001777276	45993385X		
6001777284	459933868		
6001777292	459933876		
6001777306	459933884		
6001777314	459933892		
6001777322	459933906		
6001777330	459933914		
6001777349	459933922		
6001777357	459933930		
6001777365	459933949		
6001777373	459933957		
6001777381	459934120		
600177739X	459934163		
6001777403	459934635		
6001777411	459934759		
600177742X	459934775		
6001777438	459934856		
6001777446	459934996		
6001777454	459935003		
6001777462	459935011		
6001777470	45993502X		
6001777489	459935038		
6001777497	459935046		
6001777500	459935054		
6001777519	459935062		
6001777527	459935089		
6001777535	459935178		
6001777543	459935208		
6001777551	459935216		
600177756X	459935224		
6001777578	459935275		
6001777586	459935283		
6001777594	459935348		
6001777608	459935356		
6001777616	459935372		
6001777624	459935410		
6001777632	459935526		
6001777640	459935550		
6001777659	459935569		
6001777667	459935585		
6001777675	459935623		
6001777683	459935666		
6001777691	459935682		
6001777705	459935755		
6001777713	45993578X		
6001777721	459935798		
600177773X	459935801		
6001777748	459935828		
6001777756	459935836		
6001777764	459935844		
6001777772	459935860		
6001777780	459935879		
6001777799	459935925		
6001777802	45993595X		
6001777810	459935992		
6001777829	459936093		
6001777837	459936107		
6001777845	459936123		
6001777853	459936158		
6001777861	459936174		
600177787X	459936182		
6001777888	459936298		
6001777896	459936468		
600177790X	459936492		
6001777918	459936581		
6001777926	459936735		
6001777934	459937170		
6001777942	459937189		
6001777950	459937294		
6001777969	459937405		
6001777977	459937650		
6001777985	459937669		
6001777993	459937677		
6001778000	459937685		
6001778027	459938312		
6001778035	459938509		
6001778043	459938517		
6001778051	459938541		
600177806X	459938568		
6001778078	459938746		
6001778086	459938770		
6001778108	459938797		
6001778116	459938819		
6001778124	45993886X		
6001778132	459938878		
6001778140	459938886		
6001778159	459938983		
6001778167	459938991		
6001778175	459939009		
6001778183	459939017		
6001778191	459939025		
6001778205	459939033		
6001778213	459939041		
6001778221	459939068		
600177823X	459939084		
6001778248	459939092		
6001778256	459939106		
6001778264	459939114		
6001778272	459939122		
6001778280	459939130		
6001778299	459939149		
6001778302	45993922X		
6001778310	459939238		
6001778329	459939246		
6001778337	459939254		
6001778345	459939262		
6001778353	459939270		
6001778361	459939289		
600177837X	459939297		
6001778388	459939300		
6001778396	459939319		
600177840X	459939335		
6001778418	459939343		
6001778426	459939351		
6001778434	45993936X		
6001778442	459939378		
6001778450	459939386		
6001778469	459939394		
6001778477	459939408		
6001778485	459939416		
6001778493	459939424		
6001778507	459939432		
6001778515	459939459		
6001778523	459939483		
6001778531	459939491		
600177854X	459939505		
6001778558	459939513		
6001778566	45993953X		
6001778574	459939548		
6001778582	459939556		
6001778590	459939564		
6001778604	459939572		
6001778612	459939580		
6001778620	459939599		
6001778639	459939602		
6001778647	459939610		
6001778655	459939629		
6001778663	459939637		
6001778671	459939645		
600177868X	459939653		
6001778698	459939661		
6001778701	459939688		
600177871X	459939696		
6001778728	45993970X		
6001778736	459939777		
6001778744	459939785		
6001778752	459939793		
6001778760	459939807		
6001778779	459939823		
6001778787	459939831		
6001778795	45993984X		
6001778809	459939882		
6001778817	459939890		
6001778825	459939904		
6001778833	459939912		
6001778841	459939920		
600177885X	459939939		
6001778868	45993998X		
6001778876	459939998		
6001778884	45994004X		
6001778892	459940058		
6001778906	459940066		
6001778914	459940074		
6001778922	459940082		
6001778930	459940090		
6001778949	459940112		
6001778957	459940120		
6001778965	459940139		
6001778973	459940147		
6001778981	459940155		
600177899X	459940163		
6001779007	459940171		
6001779015	45994018X		
6001779023	459940198		
6001779031	459940201		
600177904X	459940228		
6001779058	459940244		
6001779066	459940252		
6001779074	459940260		
6001779082	459940279		
6001779090	459940287		
6001779104	459940295		
6001779112	459940333		
6001779120	459940341		
6001779139	45994035X		
6001779147	459940406		
6001779155	459940414		
6001779163	459940422		
6001779171	459940430		
600177918X	459940457		
6001779198	459940465		
6001779201	459940473		
600177921X	459940481		
6001779228	45994049X		
6001779236	459940503		
6001779244	459940511		
6001779252	45994052X		
6001779260	459940538		
6001779279	459940546		
6001779287	459940554		
6001779295	459940570		
6001779309	459940643		
6001779317	459940651		
6001779325	45994066X		
6001779333	459940686		
6001779341	459940694		
600177935X	459940708		
6001779368	459940716		
6001779376	459940724		
6001779384	459940732		
6001779392	459940759		
6001779406	459940767		
6001779414	459940783		
6001779422	459940791		
6001779430	459940805		
6001779449	459940813		
6001779457	459940864		
6001779465	459940937		
6001779473	459940945		
6001779481	459940953		
600177949X	459940961		
6001779503	45994097X		
6001779511	459940988		
600177952X	459940996		
6001779538	459941003		
6001779546	459941011		
6001779554	45994102X		
6001779562	459941038		
6001779570	459941046		
6001779589	459941054		
6001779597	459941062		
6001779600	459941070		
6001779619	459941089		
6001779627	459941097		
6001779635	459941119		
6001779643	459941127		
6001779651	459941135		
600177966X	459941143		
6001779678	45994116X		
6001779686	459941178		
6001779694	459941186		
6001779708	459941208		
6001779716	459941216		
6001779724	459941224		
6001779732	459941232		
6001779740	459941267		
6001779759	459941275		
6001779767	459941321		
6001779775	459941356		
6001779783	459941372		
6001779791	459941399		
6001779805	459941402		
6001779813	459941410		
6001779821	459941437		
600177983X	459941445		
6001779848	459941461		
6001779856	45994147X		
6001779864	459941488		
6001779872	45994150X		
6001779880	459941585		
6001779899	459941658		
6001779902	459941666		
6001779910	459941674		
6001779929	459941690		
6001779937	459941704		
6001779945	459941712		
6001779953	459941720		
6001779961	459941739		
600177997X	459941755		
6001779988	459941771		
6001779996	45994178X		
6001780005	459941801		
6001780013	459941836		
6001780021	459941852		
600178003X	459941860		
6001780048	459941879		
6001780056	459941895		
6001780064	459941909		
6001780072	459941925		
6001780080	459941933		
6001780099	45994195X		
6001780102	459941968		
6001780110	459941976		
6001780129	459941984		
6001780137	459941992		
6001780145	45994200X		
6001780153	459942026		
6001780161	459942247		
600178017X	459942336		
6001780188	459942395		
6001780196	459942417		
600178020X	459942425		
6001780218	459942441		
6001780226	45994245X		
6001780234	459942468		
6001780242	459942484		
6001780250	459942492		
6001780269	459942514		
6001780277	459942522		
6001780285	459942530		
6001780293	459942549		
6001780307	459942557		
6001780315	459942573		
6001780323	459942581		
6001780331	459942603		
600178034X	45994262X		
6001780358	459942638		
6001780366	459942662		
6001780374	459942670		
6001780382	459942689		
6001780390	459942697		
6001780404	459942743		
6001780412	459942778		
6001780420	459942786		
6001780439	459942794		
6001780447	459942816		
6001780455	459942824		
6001780463	459942832		
6001780471	459942840		
600178048X	459942859		
6001780498	459942867		
6001780501	459942875		
600178051X	459942883		
6001780528	459942891		
6001780536	459942956		
6001780544	459942972		
6001780552	459942999		
6001780560	459943014		
6001780579	459943022		
6001780587	459943030		
6001780595	459943049		
6001780609	459943057		
6001780617	459943065		
6001780625	459943073		
6001780633	459943081		
6001780641	45994309X		
600178065X	459943103		
6001780668	459943111		
6001780676	45994312X		
6001780684	459943138		
6001780692	459943154		
6001780706	459943162		
6001780714	459943170		
6001780722	459943197		
6001780730	459943200		
6001780749	45994326X		
6001780757	459943294		
6001780765	459943308		
6001780773	459943316		
6001780781	459943324		
600178079X	459943332		
6001780803	459943340		
6001780811	459943359		
600178082X	459943367		
6001780838	459943383		
6001780846	459943391		
6001780854	459943421		
6001780862	45994343X		
6001780870	459943448		
6001780889	459943456		
6001780897	459943464		
6001780900	459943472		
6001780919	459943480		
6001780927	459943499		
6001780935	459943502		
6001780943	459943561		
6001780951	45994357X		
600178096X	459943588		
6001780978	459943650		
6001780986	459943669		
6001780994	459943677		
6001781001	459943685		
600178101X	459943693		
6001781028	459943707		
6001781036	459943715		
6001781044	459943774		
6001781052	459943782		
6001781060	459943790		
6001781079	459943820		
6001781087	459943839		
6001781095	459943847		
6001781109	459943855		
6001781117	459943863		
6001781125	459943871		
6001781133	45994388X		
6001781141	459943898		
600178115X	459943901		
6001781168	45994391X		
6001781176	459943928		
6001781184	459943936		
6001781192	459943944		
6001781206	459944061		
6001781214	45994407X		
6001781222	459944126		
6001781230	459944134		
6001781249	459944142		
6001781257	459944150		
6001781265	459944169		
6001781273	459944363		
6001781281	459944371		
600178129X	459944398		
6001781303	459944444		
600178132X	459944460		
6001781338	459944479		
6001781346	459944495		
6001781354	459944649		
6001781362	459944657		
6001781370	459944665		
6001781389	459944681		
6001781397	45994469X		
6001781400	459944703		
6001781419	459944711		
6001781427	45994472X		
6001781435	459944738		
6001781443	459944886		
6001781451	459944894		
600178146X	459944908		
6001781478	459944924		
6001781486	459944932		
6001781494	459944940		
6001781508	459944959		
6001781516	459944967		
6001781524	459944975		
6001781532	459944983		
6001781540	459945017		
6001781559	459945130		
6001781567	459945149		
6001781575	459945157		
6001781583	459945165		
6001781591	459945211		
6001781605	45994522X		
6001781613	459945238		
6001781621	459945246		
600178163X	459945254		
6001781648	459945262		
6001781656	459945300		
6001781664	459945319		
6001781672	459945327		
6001781680	459945335		
6001781699	459945343		
6001781702	459945351		
6001781710	45994536X		
6001781729	459945378		
6001781737	459945386		
6001781745	459945394		
6001781753	459945408		
6001781761	459945416		
600178177X	459945734		
6001781788	459945742		
6001781796	459945890		
600178180X	459945904		
6001781818	459945912		
6001781826	459945920		
6001781834	459945939		
6001781842	459945947		
6001781850	459945955		
6001781869	459945963		
6001781877	45994598X		
6001781885	459945998		
6001781893	459946005		
6001781907	459946013		
6001781915	459946315		
6001781923	459946323		
6001781931	459946331		
600178194X	45994634X		
6001781958	459946366		
6001781966	459946374		
6001781974	459946382		
6001781982	459946498		
6001781990	459946501		
6001782008	45994651X		
6001782016	459946528		
6001782024	459946536		
6001782032	459946544		
6001782040	459946552		
6001782059	459946560		
6001782067	459946587		
6001782075	459946609		
6001782083	459946617		
6001782091	459946625		
6001782105	459946714		
6001782113	459946773		
6001782121	459946781		
600178213X	45994679X		
6001782148	459946803		
6001782156	459946870		
6001782164	459946889		
6001782172	459946897		
6001782180	459946900		
6001782199	459946919		
6001782202	459946927		
6001782210	459946943		
6001782229	459946951		
6001782237	459946978		
6001782245	459946986		
6001782253	459946994		
6001782261	459947001		
600178227X	45994701X		
6001782288	459947028		
6001782296	459947036		
600178230X	459947044		
6001782318	459947052		
6001782326	459947060		
6001782334	459947095		
6001782342	459947109		
6001782350	459947117		
6001782369	459947125		
6001782377	459947133		
6001782385	459947141		
6001782393	45994715X		
6001782407	459947249		
6001782415	459947265		
6001782423	459947273		
6001782431	459947281		
600178244X	45994729X		
6001782458	459947303		
6001782466	459947311		
6001782474	45994732X		
6001782482	459947338		
6001782490	459947354		
6001782504	459947362		
6001782512	459947370		
6001782520	459947389		
6001782539	459947397		
6001782547	459947419		
6001782555	459947427		
6001782563	459947435		
6001782571	459947443		
600178258X	459947451		
6001782598	45994746X		
6001782601	459947524		
600178261X	459947532		
6001782628	459947540		
6001782636	459947559		
6001782644	459947567		
6001782652	459947575		
6001782660	459947583		
6001782679	459947591		
6001782687	459947605		
6001782695	45994763X		
6001782709	459947648		
6001782717	459947656		
6001782725	459947664		
6001782733	459947672		
6001782741	459947680		
600178275X	459947699		
6001782768	459947702		
6001782776	459947729		
6001782784	459947737		
6001782792	459947745		
6001782806	459947753		
6001782814	459947761		
6001782822	45994777X		
6001782830	459947796		
6001782849	45994780X		
6001782857	459947818		
6001782865	459947826		
6001782873	459947990		
6001782881	459948008		
600178289X	459948016		
6001782903	459948024		
6001782911	459948032		
600178292X	459948040		
6001782938	459948059		
6001782946	459948067		
6001782954	459948075		
6001782962	459948083		
6001782970	459948547		
6001782989	459948822		
6001782997	459948857		
6001783004	459948997		
6001783012	459949004		
6001783020	459949195		
6001783039	459949209		
6001783047	459949217		
6001783055	459949225		
6001783063	459949233		
6001783071	459949241		
600178308X	45994925X		
6001783098	459949268		
6001783101	459949276		
600178311X	459949284		
6001783128	459949292		
6001783136	459949306		
6001783144	459949322		
6001783152	459949349		
6001783160	459949357		
6001783179	459949365		
6001783187	459949373		
6001783195	459949381		
6001783209	45994939X		
6001783217	459949403		
6001783225	459949411		
6001783233	45994942X		
6001783241	459949438		
600178325X	459949446		
6001783268	459949470		
6001783276	459949497		
6001783284	459949500		
6001783292	459949519		
6001783306	459949527		
6001783314	459949535		
6001783322	459949551		
6001783330	45994956X		
6001783349	459949586		
6001783357	459949594		
6001783365	459949624		
6001783373	459949632		
6001783381	459949640		
600178339X	459949691		
6001783403	459949705		
6001783411	459949713		
600178342X	45994973X		
6001783438	459949896		
6001783446	459949993		
6001783454	459950282		
6001783462	459950290		
6001783470	459950304		
6001783489	459950312		
6001783497	459950320		
6001783500	459950339		
6001783519	459950347		
6001783527	459950355		
6001783535	459950363		
6001783543	459950371		
6001783551	45995038X		
600178356X	459950622		
6001783578	459950630		
6001783586	459950649		
6001783594	459950657		
6001783608	459950711		
6001783616	45995072X		
6001783624	459950738		
6001783632	459950754		
6001783640	459950762		
6001783659	459950770		
6001783667	459950789		
6001783675	459950797		
6001783683	459950800		
6001783691	459950819		
6001783705	459950827		
6001783713	459950835		
6001783721	459950851		
600178373X	45995086X		
6001783748	459950878		
6001783756	459950886		
6001783764	459950894		
6001783772	459950908		
6001783780	459950916		
6001783799	459950932		
6001783802	459950940		
6001783810	459950959		
6001783829	459950975		
6001783837	459950983		
6001783845	459950991		
6001783853	459951009		
6001783861	459951017		
600178387X	459951025		
6001783888	459951041		
6001783896	45995105X		
600178390X	459951068		
6001783918	459951076		
6001783926	459951084		
6001783934	459951106		
6001783942	459951114		
6001783950	459951122		
6001783969	459951130		
6001783977	459951149		
6001783985	459951157		
6001783993	459951165		
6001784000	459951173		
6001784019	459951181		
6001784027	45995119X		
6001784035	459951211		
6001784043	45995122X		
6001784051	459951238		
600178406X	459951246		
6001784078	459951262		
6001784086	459951289		
6001784094	459951327		
6001784108	459951408		
6001784116	459951416		
6001784124	459951424		
6001784132	459951432		
6001784140	459951440		
6001784159	459951483		
6001784167	459951491		
6001784175	459951505		
6001784183	459951513		
6001784191	459951521		
6001784205	45995153X		
6001784213	459951548		
6001784221	459951556		
600178423X	459951572		
6001784248	459951580		
6001784256	459951750		
6001784264	459951769		
6001784272	459951807		
6001784280	459951815		
6001784299	459952005		
6001784302	459952013		
6001784310	459952021		
6001784329	45995203X		
6001784337	459952048		
6001784345	459952056		
6001784353	459952064		
6001784361	459952072		
600178437X	459952080		
6001784388	459952161		
6001784396	45995220X		
600178440X	459952218		
6001784418	459952269		
6001784426	459952285		
6001784434	459952293		
6001784442	459952307		
6001784450	459952315		
6001784469	459952323		
6001784477	459952331		
6001784485	45995234X		
6001784493	459952358		
6001784507	459952374		
6001784515	459952382		
6001784523	459952390		
6001784531	459952404		
600178454X	459952412		
6001784558	459952552		
6001784566	459952870		
6001784574	459952889		
6001784582	459952897		
6001784590	459952900		
6001784604	459952919		
6001784612	459952935		
6001784620	459952943		
6001784647	459952994		
6001784655	459953087		
6001784663	459953133		
6001784671	459953141		
600178468X	45995315X		
6001784698	459953176		
6001784701	459953192		
600178471X	459953230		
6001784728	459953427		
6001784736	459953435		
6001784744	459953443		
6001784752	459953451		
6001784760	45995346X		
6001784779	459953478		
6001784787	459953486		
6001784795	459953494		
6001784809	459953508		
6001784817	459953516		
6001784825	459953524		
6001784833	459953532		
6001784841	459953540		
600178485X	459953559		
6001784868	459953567		
6001784876	459953575		
6001784884	459953583		
6001784892	459953591		
6001784906	459953605		
6001784914	459953648		
6001784922	459953656		
6001784930	459953664		
6001784949	459953672		
6001784957	459953680		
6001784965	459953699		
6001784973	459953702		
6001784981	459953710		
600178499X	459953729		
6001785007	459953737		
6001785015	459953745		
6001785023	459953753		
6001785031	459953761		
600178504X	45995377X		
6001785058	459953788		
6001785066	459953796		
6001785074	45995380X		
6001785082	459953818		
6001785090	459953826		
6001785104	459953834		
6001785112	459953907		
6001785120	459953990		
6001785139	459954008		
6001785147	459954016		
6001785155	459954024		
6001785163	459954032		
6001785171	459954040		
600178518X	459954059		
6001785198	459954067		
6001785201	459954075		
600178521X	459954113		
6001785228	45995413X		
6001785236	459954148		
6001785244	459954156		
6001785252	459954164		
6001785260	459954172		
6001785279	459954180		
6001785287	459954199		
6001785295	459954210		
6001785309	459954229		
6001785317	459954237		
6001785325	459954245		
6001785333	459954253		
6001785341	459954261		
600178535X	45995427X		
6001785368	459954288		
6001785376	459954296		
6001785384	45995430X		
6001785392	459954318		
6001785406	459954326		
6001785414	459954334		
6001785422	459954342		
6001785430	459954377		
6001785449	459954385		
6001785457	459954393		
6001785465	459954466		
6001785473	459954474		
6001785481	459954482		
600178549X	459954490		
6001785503	459954563		
6001785511	45995458X		
600178552X	459954709		
6001785538	459954733		
6001785546	45995475X		
6001785554	459954768		
6001785562	459954776		
6001785570	459954792		
6001785589	459954814		
6001785597	459954822		
6001785600	459954849		
6001785619	459954873		
6001785627	459954946		
6001785635	459954954		
6001785643	459954962		
6001785651	459954970		
600178566X	459954989		
6001785678	459954997		
6001785686	459955004		
6001785694	459955012		
6001785708	459955039		
6001785716	459955047		
6001785724	459955055		
6001785732	459955063		
6001785740	45995508X		
6001785759	45995511X		
6001785767	459955128		
6001785775	459955136		
6001785783	459955160		
6001785791	459955179		
6001785805	459955195		
6001785813	459955217		
6001785821	459955225		
600178583X	459955241		
6001785848	45995525X		
6001785856	459955268		
6001785864	459955276		
6001785872	459955292		
6001785880	459955306		
6001785899	459955314		
6001785902	459955322		
6001785910	459955330		
6001785929	459955349		
6001785937	459955357		
6001785945	459955365		
6001785953	459955373		
6001785961	459955381		
600178597X	45995539X		
6001785988	459955446		
6001785996	459955454		
6001786003	459955470		
6001786011	459955489		
600178602X	459955497		
6001786038	459955519		
6001786046	459955527		
6001786054	459955535		
6001786062	459955543		
6001786070	459955551		
6001786089	45995556X		
6001786097	459955578		
6001786100	459955586		
6001786119	459955608		
6001786127	459955624		
6001786135	459955632		
6001786143	459955640		
6001786151	459955667		
600178616X	459955675		
6001786178	459955683		
6001786186	459955691		
6001786194	459955705		
6001786208	459955713		
6001786216	459955721		
6001786224	459955756		
6001786232	459955764		
6001786240	459955772		
6001786259	459955780		
6001786267	459955799		
6001786275	459955810		
6001786283	459955829		
6001786291	459955837		
6001786305	459955853		
6001786313	459955861		
6001786321	45995587X		
600178633X	459955888		
6001786348	459955896		
6001786356	45995590X		
6001786364	459955918		
6001786372	459955926		
6001786380	459955934		
6001786399	459955942		
6001786402	459955950		
6001786410	459955969		
6001786429	459955977		
6001786437	459955985		
6001786445	459956221		
6001786453	459956248		
6001786461	459956515		
600178647X	459956523		
6001786496	459958070		
600178650X	459958143		
6001786518	459958151		
6001786526	45995816X		
6001786534	459958178		
6001786542	459958186		
6001786550	459958194		
6001786569	459958208		
6001786577	459958216		
6001786585	459958224		
6001786593	459958232		
6001786607	459958240		
6001786615	459958259		
6001786623	459958267		
6001786631	459958283		
6001786658	459958291		
6001786674	459958305		
6001786682	459958313		
6001786690	459958321		
6001786704	45995833X		
6001786712	459958356		
6001786720	459958372		
6001786739	459958380		
6001786747	459958399		
6001786755	459958410		
6001786763	459958429		
6001786771	459958437		
600178678X	459958445		
6001786798	459958453		
6001786801	459958461		
600178681X	45995847X		
6001786828	459958488		
6001786836	459958496		
6001786844	45995850X		
6001786852	459958518		
6001786860	459958585		
6001786879	459958704		
6001786887	459958712		
6001786895	459958739		
6001786909	459958747		
6001786917	459958763		
6001786925	459958771		
6001786933	45995878X		
6001786941	459958798		
600178695X	45995881X		
6001786968	459958828		
6001786976	459958836		
6001786984	459958844		
6001786992	459958852		
600178700X	459958879		
6001787018	459958909		
6001787026	459958941		
6001787034	45995895X		
6001787042	459958968		
6001787050	459958984		
6001787069	459958992		
6001787077	45995900X		
6001787085	459959069		
6001787093	459959093		
6001787107	459959107		
6001787115	459959115		
6001787123	459959123		
6001787131	459959166		
600178714X	459959182		
6001787158	459959204		
6001787166	459959239		
6001787174	459959247		
6001787182	459959255		
6001787190	45995928X		
6001787204	459959298		
6001787212	459959301		
6001787220	45995931X		
6001787239	459959328		
6001787247	459959344		
6001787255	459959352		
6001787263	459959360		
6001787271	459959379		
600178728X	459959387		
6001787298	459959395		
6001787301	459959409		
600178731X	459959441		
6001787328	45995945X		
6001787336	459959468		
6001787344	459959476		
6001787352	459959484		
6001787360	459959492		
6001787379	459959514		
6001787387	459959530		
6001787395	459959549		
6001787409	459959557		
6001787417	459959565		
6001787425	459959573		
6001787433	459959581		
6001787441	45995959X		
600178745X	459959603		
6001787468	459959611		
6001787476	45995962X		
6001787484	459959638		
6001787492	459959646		
6001787506	459959654		
6001787514	459959662		
6001787522	459959670		
6001787530	459959719		
6001787549	459959727		
6001787557	459959735		
6001787565	459959751		
6001787573	45995976X		
6001787581	459959778		
600178759X	459959794		
6001787603	459960075		
6001787611	459960083		
600178762X	459960091		
6001787638	459960105		
6001787646	459960113		
6001787654	459960121		
6001787662	45996013X		
6001787670	459960148		
6001787689	459960156		
6001787697	459960164		
6001787700	459960172		
6001787719	459960180		
6001787727	459960199		
6001787735	459960202		
6001787743	459960210		
6001787751	459960229		
600178776X	459960237		
6001787778	459960245		
6001787786	459960253		
6001787794	459960261		
6001787808	45996027X		
6001787816	459960288		
6001787824	459960296		
6001787832	45996030X		
6001787840	459960318		
6001787859	459960326		
6001787867	459960334		
6001787875	459960342		
6001787883	459960350		
6001787891	459960369		
6001787905	459960377		
6001787913	459960385		
6001787921	459960415		
600178793X	459960423		
6001787948	459960431		
6001787956	45996044X		
6001787964	459960466		
6001787972	459960474		
6001787980	459960482		
6001787999	459960504		
6001788006	459960512		
6001788014	459960520		
6001788030	459960547		
6001788049	459960555		
6001788057	459960563		
6001788065	459960571		
6001788073	459960598		
6001788081	459960601		
600178809X	45996061X		
6001788103	459960628		
6001788111	459960652		
600178812X	459960660		
6001788138	459960679		
6001788146	459960687		
6001788154	459960695		
6001788162	459960709		
6001788170	459960717		
6001788189	459960776		
6001788197	459960784		
6001788200	459960792		
6001788219	459960814		
6001788227	459960857		
6001788235	459960865		
6001788243	459960873		
6001788251	459960881		
600178826X	45996089X		
6001788278	459960903		
6001788286	459960911		
6001788294	45996092X		
6001788308	459960938		
6001788316	459960954		
6001788324	459960962		
6001788332	459961004		
6001788340	459961012		
6001788359	459961020		
6001788367	459961047		
6001788375	459961055		
6001788383	459961063		
6001788391	459961071		
6001788405	45996108X		
6001788413	459961098		
6001788421	459961101		
600178843X	45996111X		
6001788448	459961128		
6001788456	459961136		
6001788464	459961144		
6001788472	459961152		
6001788480	459961160		
6001788499	459961179		
6001788502	459961187		
6001788510	459961209		
6001788529	459961225		
6001788537	459961233		
6001788545	459961241		
6001788553	459961268		
6001788561	459961276		
600178857X	459961284		
6001788588	459961292		
6001788596	459961306		
600178860X	459961322		
6001788618	459961330		
6001788626	459961349		
6001788634	459961357		
6001788642	45996139X		
6001788650	45996156X		
6001788669	459961586		
6001788677	459962272		
6001788685	459962280		
6001788693	459962310		
6001788707	459962329		
6001788715	45996237X		
6001788723	459962450		
6001788731	45996254X		
600178874X	459962558		
6001788758	459962566		
6001788766	459962574		
6001788774	459962582		
6001788782	459962590		
6001788790	459962604		
