k10plus-PPN	hebis-PPN	k10plus-EPN	hebis-EPN	206X
308317572	084797959	6004508268	1082924180	HEB1082924180
30831798X	084798335	6004508276	1082902446	HEB1082902446
308323289	084371021	6004507458	108289530X	HEB108289530X
308323289	084371021	6004507466	1082895318	HEB1082895318
308323289	084371021	6004507474	1082895326	HEB1082895326
308323289	084371021	6004507482	1082895334	HEB1082895334
308323289	084371021	6004507490	1082895342	HEB1082895342
308323289	084371021	6004507504	1082895350	HEB1082895350
308323289	084371021	6004507512	1082895369	HEB1082895369
308323289	084371021	6004507520	1082895377	HEB1082895377
308323289	084371021	6004507539	126113592X	HEB126113592X
308394313	054534445	6004458635	1082848646	HEB1082848646
308440269	089574710	6004509957	1082918253	HEB1082918253
308446119		6004584088	1117159558	HEB1117159558
308457188	091206162	6004513288	108291004X	HEB108291004X
308534387	084860561	6004508519	1082904872	HEB1082904872
308535146	084861282	6004508527	1082897906	HEB1082897906
308535553	084419210	6004507555	1082901423	HEB1082901423
308535588	084861665	6004508551	1082928704	HEB1082928704
308535804	084861886	600450856X	1082895946	HEB1082895946
308536290	084862378	6004508578	1082916188	HEB1082916188
308536290	084862378	6004508586	1082916196	HEB1082916196
308536290	084862378	6004508594	108291620X	HEB108291620X
308536290	084862378	6004508608	1082916218	HEB1082916218
308536290	084862378	6004508616	1082916226	HEB1082916226
308536290	084862378	6004508624	1082916234	HEB1082916234
308536290	084862378	6004508632	1082916242	HEB1082916242
308540506	459792709	6004314250	1082970212	HEB1082970212
308548078	084853018	6004508470	1082902187	HEB1082902187
308548078	084853018	6004508489	1082902195	HEB1082902195
308550455	084854979	6004508497	1082890324	HEB1082890324
308652347	459785419	6004577812	1082961396	HEB1082961396
308670663	084750952	6004508209	1082917893	HEB1082917893
308734130	090040821	6004511463	1082895849	HEB1082895849
308735285	089944356	6004511188	1082895857	HEB1082895857
308845323	31579335X	600453384X	1111743924	HEB1111743924
308879406	459767720	6004571105	1082939021	HEB1082939021
309116317	089802705	6004510831	1082895873	HEB1082895873
309125553	083823611	6004506303	1082898104	HEB1082898104
309204046	016736907	6004140570	1082788643	HEB1082788643
30920836X	025982141	6004195790	1082593966	HEB1082593966
30921890X	095751157	6004521310	1082904775	HEB1082904775
30921890X	095751157	6004521329	1082904783	HEB1082904783
309244269	090499166	6004511986	1082936820	HEB1082936820
309247551	459747118	6004563595	1082913588	HEB1082913588
309331137	089583086	6004509981	1082948047	HEB1082948047
309331137	089583086	600450999X	1126376922	HEB1126376922
309337747	089642279	600451022X	1082998591	HEB1082998591
309396433	089898877	6004511110	1083110764	HEB1083110764
30943016X	09395915X	6004518344	1082923958	HEB1082923958
30943114X	45974979X	6004564559	108291679X	HEB108291679X
30946322X	090674596	6004512346	1082906271	HEB1082906271
309548829	092972853	6004515914	1082950254	HEB1082950254
309548829	092972853	6004515922	1082950262	HEB1082950262
309548829	092972853	6004515930	1082950270	HEB1082950270
309548829	092972853	6004515949	1082950289	HEB1082950289
309548829	092972853	6004515957	1082950297	HEB1082950297
309548829	092972853	6004515965	1082950300	HEB1082950300
309548829	092972853	6004515973	1082950319	HEB1082950319
309548829	092972853	6004515981	1082950327	HEB1082950327
309548829	092972853	600451599X	1082950335	HEB1082950335
309553938	134288807	6004132993	1082646989	HEB1082646989
309557291	089693426	6004510440	108290905X	HEB108290905X
309568420	089684966	6004510319	1082906492	HEB1082906492
309576393	089580400	6004509965	1082951064	HEB1082951064
309576393	089580400	6004509973	1082951072	HEB1082951072
309607892	459722409	6004553905	1082885568	HEB1082885568
309628571	089804007	600451084X	1083109987	HEB1083109987
309683971	091411211	6004513644	1082907316	HEB1082907316
309715628	09977612X	6004526762	1082627283	HEB1082627283
309715628	09977612X	6004526770	1082627291	HEB1082627291
309715628	09977612X	6004526789	1082627305	HEB1082627305
309715725	099779889	6004038105	1082627313	HEB1082627313
309715725	099779889	6004038113	1082627321	HEB1082627321
309715725	099779889	6004038121	108262733X	HEB108262733X
309717760	089739523	600451053X	1082896586	HEB1082896586
309724112	099313758	6004525553	1082902780	HEB1082902780
309745993	090016947	6004511420	1082998974	HEB1082998974
309832527	090643054	6004512214	1082923834	HEB1082923834
309832527	090643054	6004512222	1082923842	HEB1082923842
309909996	089741919	6004510602	1082932515	HEB1082932515
309909996	089741919	6004510610	1082932523	HEB1082932523
309909996	089741919	6004510629	1082932531	HEB1082932531
309959314	093071531	6004516198	1082966614	HEB1082966614
309960266	091188245	6004513164	108290578X	HEB108290578X
309980437	459622617	6004299529	1082716146	HEB1082716146
309992621	032494041	600422247X	1082802867	HEB1082802867
31006631X	091202825	6004513245	1082937479	HEB1082937479
31006631X	091202825	6004513253	1082937487	HEB1082937487
31006631X	091202825	6004513261	1082937495	HEB1082937495
310091322	090973100	6004512621	1082966177	HEB1082966177
310106818	089913787	6004511129	1082911305	HEB1082911305
310107059	091521394	6004513768	1082918326	HEB1082918326
310107172	459768492	6004571504	1082939897	HEB1082939897
310108888	093545185	6004517453	1082920150	HEB1082920150
310169909	090436717	600451182X	1082948705	HEB1082948705
310174651	11052280X	6004102601	1082942979	HEB1082942979
310248523	092944884	6004515817	1082896950	HEB1082896950
310276225	105620009	600409451X	1083082515	HEB1083082515
310288118	008061637	6004543535	111715193X	HEB111715193X
310434602	090666313	6004512265	108289737X	HEB108289737X
310437504	089084136	6004509787	1082978868	HEB1082978868
310524512	089658558	6004510270	1082902756	HEB1082902756
310583942	090938496	6004512575	1082895903	HEB1082895903
310583942	090938496	6004512583	1082895911	HEB1082895911
310587638	082243433	6004504602	1082940011	HEB1082940011
310664950	090004728	6004511323	1082919020	HEB1082919020
310731860	477913989	6004417246	1149263261	HEB1149263261
310745225	091985935	6004514764	1082901466	HEB1082901466
310757967	08968656X	6004510327	1082997641	HEB1082997641
310821754	089823257	6004510920	1082901458	HEB1082901458
310831571	090029615	6004511447	1082918822	HEB1082918822
310914973	089741110	6004510548	108293111X	HEB108293111X
310914973	089741110	6004510556	1082931128	HEB1082931128
310914973	089741110	6004510564	1082931136	HEB1082931136
310914973	089741110	6004510572	1082931144	HEB1082931144
310914973	089741110	6004510580	1082931152	HEB1082931152
310914973	089741110	6004510599	1082931160	HEB1082931160
310921244	089989775	6004511293	1082920851	HEB1082920851
31093236X	091743664	6004514314	1082936383	HEB1082936383
310941628	091281296	6004513393	1082903515	HEB1082903515
310944376	089736702	6004510521	1082900362	HEB1082900362
310992052	091281830	6004513415	1082915971	HEB1082915971
311080553	090008464	6004511374	1083420224	HEB1083420224
311080898	090004442	6004511315	1082918024	HEB1082918024
311113400	12835061X	6004126640	1082974994	HEB1082974994
311121330	098903462	6004524921	1082917850	HEB1082917850
311127371	090430131	6004511781	1082899283	HEB1082899283
311127371	090430131	600451179X	1082899291	HEB1082899291
311160948	089727967	6004510459	1082903175	HEB1082903175
311160948	089727967	6004510467	1082903183	HEB1082903183
311281370	091493676	6004513733	1082902101	HEB1082902101
311295355	09526535X	6004520411	1082928720	HEB1082928720
311295355	09526535X	600452042X	1082928739	HEB1082928739
311295355	09526535X	6004520438	1082928747	HEB1082928747
311296718	090432908	6004511811	1082945862	HEB1082945862
311304133	09016251X	6004511633	1082910090	HEB1082910090
311323901	091120292	6004512915	1082918105	HEB1082918105
311326528	091953006	6004514675	1082998613	HEB1082998613
311346545	091266238	6004513326	1082901342	HEB1082901342
311346545	091266238	6004513334	1082901350	HEB1082901350
311352502	090408705	6004511730	1082972061	HEB1082972061
311391141	089684125	6004510300	1082917974	HEB1082917974
311518435	459809210	600431997X	1082989460	HEB1082989460
311580025	104660074	6004092886	1083126172	HEB1083126172
311675050	459730096	6004555967	1082894230	HEB1082894230
311675441	094447535	6004519189	1082906344	HEB1082906344
311676308	090007743	6004511358	108290127X	HEB108290127X
311690025	091116082	6004512850	1082909955	HEB1082909955
311690025	091116082	6004512869	1082909963	HEB1082909963
311705677	090503333	6004512036	1082942138	HEB1082942138
311717179	09164156X	6004513970	1083060678	HEB1083060678
311718906	459825011	6004325317	1083011464	HEB1083011464
311724558	082324859	6004504637	1082900842	HEB1082900842
311724558	082324859	6004504645	1082900850	HEB1082900850
311732410	091657210	6004513989	1082902152	HEB1082902152
311738702	089946812	6004511269	1082919993	HEB1082919993
311764940	459971492	6004396192	1083181734	HEB1083181734
311765130	459971506	6004396206	1083181742	HEB1083181742
31176567X	459971514	6004396214	1083181750	HEB1083181750
311783147	084938072	6004508772	1082891770	HEB1082891770
311818129	459735691	6004558311	108290080X	HEB108290080X
311844561	090668901	6004512273	1082919969	HEB1082919969
311935427	09043207X	6004511803	1082942200	HEB1082942200
311980821	08904603X	6004509752	1082917931	HEB1082917931
311980864	083781234	6004506192	1082966681	HEB1082966681
311981933	089067746	6004509779	1082898031	HEB1082898031
31199413X	093943598	6004518328	1082919772	HEB1082919772
311994482	098622455	6004524468	1082919764	HEB1082919764
312015526	089736605	6004510505	1082964859	HEB1082964859
312015526	089736605	6004510513	1082964867	HEB1082964867
312019203	089742613	6004510637	1082956821	HEB1082956821
312019475	089743008	6004510653	1082920886	HEB1082920886
312023308	089805070	6004510866	1082963011	HEB1082963011
312033346	08991693X	6004511137	1082910937	HEB1082910937
312034938	08991922X	6004511145	1082997242	HEB1082997242
312037392	090003128	6004511307	1082932655	HEB1082932655
312038674	090004906	6004511331	1082994219	HEB1082994219
312041039	09000776X	6004511366	1082901431	HEB1082901431
312046812	091638224	6004513903	1082912662	HEB1082912662
312062028	090407482	6004511714	1082917869	HEB1082917869
312067402	090428293	6004511765	1082899798	HEB1082899798
312067402	090428293	6004511773	1082899801	HEB1082899801
312078242	09050027X	6004511994	1082910759	HEB1082910759
312079516	090501632	600451201X	1082936472	HEB1082936472
312086679	459755668	6004566667	1082923907	HEB1082923907
312091249	094248419	6004518891	1082918237	HEB1082918237
312093152	090608380	6004512117	1082939498	HEB1082939498
312098898	09061464X	6004512133	1082941158	HEB1082941158
312098928	090614674	6004512141	1082903264	HEB1082903264
312100949	09066907X	6004512281	1082928305	HEB1082928305
312100957	090669088	600451229X	1082929697	HEB1082929697
312144369	091539692	6004513806	1082917826	HEB1082917826
31214640X	186620608	6004154385	1082902330	HEB1082902330
312155018	121121372	6004116114	1082975028	HEB1082975028
31216128X	093976836	6004518360	1082901334	HEB1082901334
312162383	08241193X	6004504858	1082902799	HEB1082902799
312223900	093106769	6004516279	1082935522	HEB1082935522
312237065	096914319	6004522783	1082912654	HEB1082912654
312390327	091703840	6004514039	1083057030	HEB1083057030
312402201	091205204	600451327X	1082902276	HEB1082902276
312423853	459738151	6004559199	1082903582	HEB1082903582
312594666	459908316	6004367109	1083109979	HEB1083109979
312609280	091106788	6004512818	1082902284	HEB1082902284
312640781	091272645	6004513342	1082903825	HEB1082903825
312647786	093350430	6004516716	1082919977	HEB1082919977
312797699	094570973	6004519391	1082917370	HEB1082917370
312827431	089742850	6004510645	108290144X	HEB108290144X
312863217	091807131	6004514438	1082915963	HEB1082915963
312883102	090987594	6004512648	1083060805	HEB1083060805
313026475	093498055	6004517267	1082959952	HEB1082959952
313026475	093498055	6004517275	1082959960	HEB1082959960
313026475	093498055	6004517283	1082959979	HEB1082959979
313026475	093498055	6004517291	1082959995	HEB1082959995
313030901	459747053	6004563552	1082913529	HEB1082913529
313073619	091962315	6004514713	1082906328	HEB1082906328
313073619	091962315	6004514721	1082906336	HEB1082906336
313083355	093074522	6004516236	1082912565	HEB1082912565
313083924	091536367	6004513792	108290354X	HEB108290354X
31310414X	08989829X	6004511102	1082904678	HEB1082904678
313137781	059404264	6004476676	1082903809	HEB1082903809
313146241	08479268X	6004508233	1082928011	HEB1082928011
313157049	106694774	6004096431	1082635081	HEB1082635081
313160139	45997114X	6004396079	1083181335	HEB1083181335
313162522	093654251	6004517771	108263705X	HEB108263705X
313171734	101739494	6004088366	1082921211	HEB1082921211
313171793	094397708	600451912X	1082919276	HEB1082919276
313179956	094132321	6004518700	1082915831	HEB1082915831
313179956	094132321	6004518719	1082919225	HEB1082919225
313180059	093229550	6004516538	1082915815	HEB1082915815
313180059	093229550	6004516546	1082915823	HEB1082915823
313180407	094397805	6004519138	1082918830	HEB1082918830
313195927	459742833	6004561509	108290869X	HEB108290869X
313275505	459714686	6004550922	1082876461	HEB1082876461
313279276	100784224	6004087254	1082626724	HEB1082626724
313332797	092926185	6004515744	1082903450	HEB1082903450
31342165X	091281032	6004513385	1082912611	HEB1082912611
313438293	09432297X	6004519006	1082918970	HEB1082918970
313466440	089957296	6004511277	1082903914	HEB1082903914
31352937X	459933728	6004378682	1083138146	HEB1083138146
313540632	084283491	6004507199	1082905607	HEB1082905607
313540632	084283491	6004507202	1082905615	HEB1082905615
313540632	084283491	6004507210	1082905623	HEB1082905623
313560552	091493781	6004513741	108290208X	HEB108290208X
31359838X	091192668	6004513210	1082909076	HEB1082909076
313634769	092573479	6004515035	1082916013	HEB1082916013
313634769	092573479	6004515043	1082916021	HEB1082916021
313647208	092571433	6004515019	1082901571	HEB1082901571
31373089X	093811799	6004517984	1082980986	HEB1082980986
313773408	092941818	6004515809	1082905631	HEB1082905631
31377966X	091119448	6004512907	1082916382	HEB1082916382
313850321	092966802	6004515876	1082959642	HEB1082959642
313888655	093073054	600451621X	1082915912	HEB1082915912
313890862	091640660	6004513962	1082927104	HEB1082927104
313929181	091710650	6004514098	1082915033	HEB1082915033
313974756	092760147	6004515434	1082907677	HEB1082907677
313974756	092760147	6004515442	1082907685	HEB1082907685
313978573	091356342	6004513571	1082938793	HEB1082938793
314084681	093532245	6004517356	1082939986	HEB1082939986
314084681	093532245	6004517364	1082939994	HEB1082939994
314088695	091627508	6004513873	1083071076	HEB1083071076
314094326	09265004X	6004515213	1082918903	HEB1082918903
314116664	092584918	6004515078	1082936669	HEB1082936669
314116664	092584918	6004515086	1082936677	HEB1082936677
314116664	092584918	6004515094	1082936685	HEB1082936685
314116664	092584918	6004515108	1082936693	HEB1082936693
314482571	459783912	6004577189	1082959138	HEB1082959138
314670157	091449421	6004513709	1082923435	HEB1082923435
314687017	090988388	6004512656	1082916447	HEB1082916447
314695451	091115469	6004512834	1082978035	HEB1082978035
314695486	091115515	6004512842	1082920487	HEB1082920487
314696520	091188679	6004513180	1082949027	HEB1082949027
